domain_ar,program_name_ar,specialization_ar,program_code,institution_ar,university_ar,bac_type_ar,formula_T,cutoff_2024
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,94.937
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,87.928
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,96.594
,المعهد العالي للد ارسات التكنولوجية بقبلي,,,,,,FG+(M+SP)/2,56570.0
,(الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,علوم تجريبية,FG+(M+SP)/2,99.797
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,83.069
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,112.96
,المعهد العالي للد ارسات التكنولوجية بتطاوين,,,,,,FG+(M+SP)/2,57570.0
,(الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,علوم تجريبية,FG+(M+SP)/2,86.042
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,78.689
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,93.97
,-الصيانة الصناعية - التصميم والإنتاج المندمج,,,,,,FG+(M+SP)/2,88.573
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,84.132
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,79.468
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,103.48
,المعهد العالي للعلوم التطبيقية والتكنولوجيا بقفصة (جامعة قفصة(,,,,,,FG+(M+SP)/2,93.827
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,87.497
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,75.012
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,88.354
,المعهد العالي للد ارسات التكنولوجية بقفصة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP)/2,62570.0
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,82.262
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,77.856
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,80.025
,المعهد العالي للد ارسات التكنولوجية بتوزر (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP)/2,100.668
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,94.322
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,75.183
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,118.52
,المعهد العالي للعلوم التطبيقية والتكنولوجيا بالقيروان (جامعة القيروان (,,,,,,FG+(M+SP)/2,70570.0
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,93.81
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,91.198
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,100.015
,المعهد العالي للد ارسات التكنولوجية بالقيروان (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP)/2,107.035
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,96.35
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,103.93
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,106.24
,المعهد العالي للعلوم التطبيقية والتكنولوجيا بالقصرين )جامعة القيروان(,,,,,,FG+(M+SP)/2,73570.0
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,83.035
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,78.724
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,113.93
,المعهد العالي للد ارسات التكنولوجية بالقصرين (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP)/2,99.18
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,105.319
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,76.51
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,113.215
,المعهد العالى للد ارسات التكنولوجية بسيدي بوزيد (الإدارة العامة للدّ ارسات التّكنولوجيّة),,75570,,,,FG+(M+SP)/2,
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,82.585
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,78.322
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,94.12
,المعهد العالى للد ارسات التكنولوجية بجندوبة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,80570,,,,FG+(M+SP)/2,106.795
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,103.731
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,101.437
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,101.66
,المعهد العالى للد ارسات التكنولوجية بالكاف (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,82570,,,,FG+(M+SP)/2,112.398
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,111.392
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,109.653
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,104.81
,المعهد العالي للد ارسات التكنولوجية بباجة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,84570,,,,FG+(M+SP)/2,109.705
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,105.153
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,112.537
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,102.455
,المعهد العالى للد ارسات التكنولوجية بسليانة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,86570,,,,FG+(M+SP)/2,99.195
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,98.634
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,100.112
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,98.658
,-الكهرباء الصناعية -الآلية والإعلامية الصناعية -صيانة الأنظمة الكهربائية -سلامة الأنظمة الكهربائية,,10571,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية -صيانة الأنظمة الكهربائية -سلامة الأنظمة الكهربائية,FG+SP,142.631
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,121.927
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,140.95
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,129.78
,المعهد العالي للد ارسات التكنولوجية ببنزرت (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية -الإلكترونيك الصناعي,FG+SP,140.026
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,118.38
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,124.985
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,124.184
,المعهد العالي للد ارسات التكنولوجية بنابل (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية -الإلكترونيك الصناعي,FG+SP,133.895
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,110.58
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,130.76
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,121.52
,-الكهرباء الصناعية -الآلية والإعلامية الصناعية -صيانة الأنظمة الكهربائية -الإلكترونيك الصناعي,,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية -صيانة الأنظمة الكهربائية -الإلكترونيك الصناعي,FG+SP,130.165
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,111.115
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,130.07
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,118.355
,المعهد العالي للد ارسات التكنولوجية بالمهدية (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية,FG+SP,124.505
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,112.783
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,123.949
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,111.135
,المعهد العالي للد ارسات التكنولوجية بقابس (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية,FG+SP,105.535
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,97.8
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,108.39
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,113.535
,المعهد العالي للد ارسات التكنولوجية بجربة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الآلية والإعلامية الصناعية -الإلكترونيك الصناعي,FG+SP,97.093
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,102.811
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,101.555
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,101.93
,المعهد العالى للد ارسات التكنولوجية بقبلي (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية,FG+SP,56571.0
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,76.78
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,72.369
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,111.085
,المعهد العالي للد ارسات التكنولوجية بقفصة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية -الإلكترونيك الصناعي,FG+SP,60571.0
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,86.87
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,91.635
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,103.745
,المعهد العالي للد ارسات التكنولوجية بتوزر (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية,FG+SP,63571.0
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,87.673
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,76.804
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,87.302
,المعهد العالي للد ارسات التكنولوجية بالقيروان (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية,FG+SP,102.12
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,98.597
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,107.275
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,107.744
,المعهد العالي للد ارسات التكنولوجية بالقصرين (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية -الإلكترونيك الصناعي,FG+SP,73571.0
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,101.889
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,86.2
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,108.465
,المعهد العالى للد ارسات التكنولوجية بسيدي بوزيد (الإدارة العامة للدّ ارسات التّكنولوجيّة),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية,FG+SP,75571.0
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,90.485
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,72.959
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,107.67
,المعهد العالى للد ارسات التكنولوجية بجندوبة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية -الإلكترونيك الصناعي,FG+SP,95.439
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,102.25
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,106.01
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,106.09
,المعهد العالى للد ارسات التكنولوجية بالكاف (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية,FG+SP,100.392
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,106.133
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,110.9
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,101.868
,المعهد العالي للد ارسات التكنولوجية بباجة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية,FG+SP,111.23
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,107.71
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,113.59
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,114.39
,المعهد العالى للد ارسات التكنولوجية بسليانة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,-الكهرباء الصناعية -الآلية والإعلامية الصناعية,FG+SP,86571.0
,علوم تجريبية,,,,,علوم تجريبية,FG+SP,96.361
,العلوم التقنية,,,,,العلوم التقنية,FG+(SP+TE)/2,102.057
,علوم الإعلامية,,,,,علوم الإعلامية,FG+SP,103.19
,المعهد العالي للد ارسات التكنولوجية في المواصلات بتونس (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP+Info)/3,166.679
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+SP+Info)/3,161.014
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,160.775
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,171.273
,المعهد العالي للد ارسات التكنولوجية بقابس (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP+Info)/3,102.836
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,113.272
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,120.723
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,103.289
,في تكنولوجيات المعلومات والاتصالات 3 سنوات (امد),,,,,,FG+(M+SP+Info)/3,152.402
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,132.882
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,150.603
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,148.685
,المعهد العالي لتكنولوجيا المعلومات والإتصال ببرج السدرية (جامعة قرطاج(,,,,,,FG+(M+SP+Info)/3,150.182
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,128.997
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,152.227
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,145.568
,كلية العلوم ببنزرت (جامعة قرطاج(,,,,,,FG+(M+SP+Info)/3,133.283
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,119.489
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,125.977
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,128.106
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر (جامعة قرطاج(,,,,,,FG+(M+SP+Info)/3,124.145
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,116.657
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,136.482
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,120.113
,المعهد العالي للاعلامية و تكنولوجيات الأتصال بسوسة (جامعة سوسة(,,,,,,FG+(M+SP+Info)/3,138.553
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,120.817
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,155.928
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,121.203
,المعهد العالي للإعلامية و الرياضيات بالمنستير (جامعة المنستير(,,,,,,FG+(M+SP+Info)/3,139.758
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,125.477
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,154.626
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,127.473
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية (جامعة المنستير(,,,,,,FG+(M+SP+Info)/3,132.76
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,118.096
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,145.727
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,121.977
,المدرسة الوطنية للإلكترونيك والإتصالات بصفاقس (جامعة صفاقس(,,,,,,FG+(M+SP+Info)/3,172.773
,-الشبكات وأنترنات الأشياء,,,,,علوم تجريبية,FG+(M+SP+Info)/3,164.618
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,173.303
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,116.758
,المعهد العالي للإعلامية و الملتيميديا بقابس (جامعة قابس(,,,,,,FG+(M+SP+Info)/3,90.377
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,100.462
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,120.068
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,91.24
,المعهد العالي للإعلامية بمدنين (جامعة قابس(,,,,,,FG+(M+SP+Info)/3,54573.0
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,83.327
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,96.292
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,74.232
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة (جامعة قفصة(,,,,,,FG+(M+SP+Info)/3,91.755
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,91.352
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,107.194
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,79.637
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين (جامعة القيروان(,,,,,,FG+(M+SP+Info)/3,98.432
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,95.573
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,96.16
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,83.314
,كلية العلوم و التقنيات بسيدي بوزيد (جامعة القيروان(,,,,,,FG+(M+SP+Info)/3,90.916
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,74.949
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,94.318
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP+Algo)/3,80.146
,المعهد العالي للد ارسات التكنولوجية قصر هلال (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+Info)/2,85.795
,علوم تجريبية إقتصاد وتصرف,,,,,علوم تجريبية إقتصاد وتصرف,FG+(M+Info)/2,72.825
,,,,,,,FG+(M+Info)/2,81.62
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+TE)/2,81.153
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,97.335
,المعهد العالي للموضة بالمنستير (جامعة المنستير(,,,,,,FG+(M+Info)/2,114.06
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+Info)/2,106.855
,إقتصاد وتصرف,,,,,,FG+(M+Info)/2,78.937
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+TE)/2,77.51
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+Algo)/2,89.953
,المعهد العالي للبيوتكنولوجيا بصفاقس (جامعة صفاقس(,,,,,,FG+(M+SP)/2,104.167
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+SP)/2,90.565
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,95.75
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,106.445
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقابس (جامعة قابس(,,,,,,FG+(M+SP)/2,50576.0
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,76.917
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,81.807
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,80.663
,المعهد العالي للتصرف الصناعي بصفاقس (جامعة صفاقس(,,,,,,FG+(M+SP)/2,87.704
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+SP)/2,100.492
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,105.17
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,92.01
,-النقل البري -النقل البحر ي -تشخيص وصيانة أنظمة النقل,,,,,,FG+(M+SP+Info)/3,84.051
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+SP+Info)/3,100.082
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,99.311
,المعهد العالي للد ارسات التكنولوجية ببنزرت (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP)/2,102.465
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+SP)/2,102.669
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,127.656
,المعهد العالي للد ارسات التكنولوجية بقليبية (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP)/2,100.206
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,87.274
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,117.652
,المعهد العالى للد ارسات التكنولوجية بزغوان (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP)/2,96.41
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,95.055
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,115.191
,المعهد العالي للد ارسات التكنولوجية قصر هلال (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP)/2,107.598
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,97.634
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,105.507
,المعهد العالي للد ارسات التكنولوجية بصفاقس (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP)/2,92.386
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,95.192
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,139.56
,المعهد العالي للد ارسات التكنولوجية بقابس (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP)/2,94.354
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,77.88
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,108.343
,المعهد العالي للد ارسات التكنولوجية بسيد ي بوزيد (الإدارة العامة للدّ ارسات التّكنولوجيّة),,,,,,FG+(M+SP)/2,75597.0
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,90.504
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP)/2,89.732
,المعهد العالي لعلوم وتكنولوجيات البيئة ببرج السدرية (جامعة قرطاج (,,,,,,FG+(M+SP+Info)/3,138.021
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+SP+Info)/3,107.08
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,123.66
,كلية العلوم ببنزرت (جامعة قرطاج(,,,,,,FG+(M+SP+Info)/3,110.083
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,98.549
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,112.008
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة (جامعة سوسة(,,,,,,FG+(M+SP+Info)/3,132.036
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,110.338
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,125.536
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقابس (جامعة قابس(,,,,,,FG+(M+SP+Info)/3,50603.0
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,101.202
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,112.272
,كلية العلوم بقفصة (جامعة قفصة(,,,,,,FG+(M+SP+Info)/3,60603.0
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,81.572
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,78.287
,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان (جامعة القيروان(,,,,,,FG+(M+SP+Info)/3,108.207
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP+Info)/3,74.92
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+Info)/3,101.005
,المعهد العالي للد ارسات التكنولوجية بتطاوين (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,,,,,FG+(M+SP)/2,112.065
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+SP)/2,78.207
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,96.792
,الإجازة في الإلكترونيك والكهروتقنية والآلية,,,,,الإلكترونيك والكهروتقنية والآلية,FG+(M+SP)/2,106.834
,3 سنوات (امد),,,,,علوم تجريبية,FG+(M+SP)/2,102.472
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,148.725
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,107.31
,المعهد العالي للاعلامية (جامعة تونس المنار(,,,,,,FG+(M+SP)/2,161.961
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,106.893
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,153.399
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,189.385
,المعهد العالي لتكنولوجيا المعلومات والإتصال ببرج السدرية (جامعة قرطاج(,,,,,الآلية والإعلامية الصناعية,FG+(M+SP)/2,141.722
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,114.501
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,135.27
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,168.204
,كلية العلوم ببنزرت (جامعة قرطاج(,,,,,الآلية والإعلامية الصناعية,FG+(M+SP)/2,119.85
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,106.715
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,125.16
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,118.46
,-إلكترونيك السيا ارت -الإلكترونيك الصناعي -النظم المحمولة -الآلية والإعلامية الصناعية,,,,,-إلكترونيك السيا ارت -الإلكترونيك الصناعي -النظم المحمولة -الآلية والإعلامية الصناعية,FG+(M+SP)/2,111.43
,علوم تجريبية,,,,,علوم تجريبية,FG+(M+SP)/2,104.48
,العلوم التقنية,,,,,العلوم التقنية,FG+(M+SP+TE)/3,121.26
,علوم الإعلامية,,,,,علوم الإعلامية,FG+(M+SP)/2,110.146
